id,type,prob_Ia
ZTF18aabukgo,SN Ia,0.3400785714285709
ZTF18aatrkga,SN Ia,0.3400785714285709
ZTF19acdkzxk,SN II,0.3400785714285709
ZTF19acdxlns,SN Ia,0.7799928571428573
ZTF19acecluy,SN II,0.3400785714285709
ZTF19acekkts,SN Ia,0.3400785714285709
ZTF19acenveq,SN Ia,0.3400785714285709
ZTF19aceqxtg,SN Ia,0.3400785714285709
ZTF19acetxvq,SN Ia,0.3400785714285709
ZTF19aceuacu,SN Ia,0.6003999999999999
ZTF19acewotx,SN Ia,0.3400785714285709
ZTF19acewuwn,SN II,0.505
ZTF19acexijn,SN Ia,0.3400785714285709
ZTF19acfecsg,SN Ia,0.8412166666666667
ZTF19acfmwlh,SN Ia,0.3400785714285709
ZTF19acfrntd,SN Ia,0.3400785714285709
ZTF19acfsbpa,SN II,0.3400785714285709
ZTF19acfsqjx,SN Ia,0.715
ZTF19acftaml,SN Ia,0.7940499999999999
ZTF19acftfav,SN IIP,0.5048999999999999
ZTF19acftfst,SN Ia,0.8007333333333334
ZTF19acfthre,SN Ia,0.3400785714285709
ZTF19acfxbxe,SN Ia,0.3400785714285709
ZTF19acgaxej,SN Ia,0.3400785714285709
ZTF19acgbzam,SN Ia,0.306
ZTF19acgcdas,SN Ia,0.3400785714285709
ZTF19acgcshq,SN Ia,0.717
ZTF19acgdfjt,SN Ia,0.3400785714285709
ZTF19acgemqj,SN Ia-91T-like,0.8727833333333334
ZTF19acgfvvi,SN II,0.3400785714285709
ZTF19acgjnfz,SN Ia,0.3400785714285709
ZTF19acgjnis,SN Ia,0.3400785714285709
ZTF19acgjohb,SN Ia,0.6842333333333336
ZTF19acgjojy,SN Ia,0.7407333333333335
ZTF19acgjpgh,SLSN-I,0.5738833333333333
ZTF19acgogcm,SN Ia,0.3400785714285709
ZTF19acgonwy,SN Ia,0.7070333333333334
ZTF19acgouje,SN Ia,0.3400785714285709
ZTF19acgphsf,SN Ia,0.3400785714285709
ZTF19acgpkye,SN Ia,0.3400785714285709
ZTF19acgpqxt,SN Ia,0.6896666666666668
ZTF19acgqjln,SN Ia,0.822
