id,type,prob_Ia
ZTF18aabukgo,SN Ia,0.5021428571428571
ZTF18aatrkga,SN Ia,0.5021428571428571
ZTF19acdkzxk,SN II,0.5021428571428571
ZTF19acdxlns,SN Ia,0.675070238095238
ZTF19acecluy,SN II,0.5021428571428571
ZTF19acekkts,SN Ia,0.5021428571428571
ZTF19acenveq,SN Ia,0.5021428571428571
ZTF19aceqxtg,SN Ia,0.5021428571428571
ZTF19acetxvq,SN Ia,0.5021428571428571
ZTF19aceuacu,SN Ia,0.8328857142857142
ZTF19acewotx,SN Ia,0.5021428571428571
ZTF19acewuwn,SN II,0.589102380952381
ZTF19acexijn,SN Ia,0.5021428571428571
ZTF19acfecsg,SN Ia,0.8476630952380948
ZTF19acfejbj,SN II,0.819970238095238
ZTF19acfmwlh,SN Ia,0.5021428571428571
ZTF19acfrntd,SN Ia,0.5021428571428571
ZTF19acfsbpa,SN II,0.5021428571428571
ZTF19acfsqjx,SN Ia,0.7658119047619047
ZTF19acftaml,SN Ia,0.7646749999999999
ZTF19acftfav,SN IIP,0.6621678571428571
ZTF19acfthre,SN Ia,0.5021428571428571
ZTF19acftude,SN IIn,0.7272333333333333
ZTF19acfwynw,SLSN-I,0.7218154761904761
ZTF19acfxbki,SN Ia,0.5021428571428571
ZTF19acfxbxe,SN Ia,0.5021428571428571
ZTF19acgaxej,SN Ia,0.5021428571428571
ZTF19acgbkzr,SN II,0.7397928571428575
ZTF19acgbzam,SN Ia,0.68885
ZTF19acgcshq,SN Ia,0.8341309523809523
ZTF19acgdfjt,SN Ia,0.5021428571428571
ZTF19acgdxel,SN Ia,0.7162202380952378
ZTF19acgemqj,SN Ia-91T-like,0.6964511904761903
ZTF19acgfvvi,SN II,0.5021428571428571
ZTF19acgjnfz,SN Ia,0.5021428571428571
ZTF19acgjnis,SN Ia,0.5021428571428571
ZTF19acgjohb,SN Ia,0.715417857142857
ZTF19acgjojy,SN Ia,0.8029916666666665
ZTF19acgjosf,SN Ia,0.7090035714285716
ZTF19acgjpgh,SLSN-I,0.7446571428571432
ZTF19acgmkrt,SN Ia,0.8123535714285715
ZTF19acgogcm,SN Ia,0.5021428571428571
ZTF19acgonwy,SN Ia,0.738377380952381
ZTF19acgouje,SN Ia,0.5021428571428571
ZTF19acgphsf,SN Ia,0.5021428571428571
ZTF19acgpkye,SN Ia,0.5021428571428571
ZTF19acgpqxt,SN Ia,0.8011249999999999
ZTF19acgqjln,SN Ia,0.765147619047619
ZTF19acgrbeb,SN Ia,0.7171869047619047
ZTF19acgxbwo,SN Ia,0.6232690476190477
ZTF19acgzwbm,SN II,0.5021428571428571
ZTF19acgzzea,SN IIP,0.5021428571428571
ZTF19achagst,SN Ia,0.7784809523809524
ZTF19achahea,SN Ia,0.5021428571428571
ZTF19achajnc,SN Ia,0.8493976190476189
ZTF19achejoc,SN Ia,0.6800309523809522
ZTF19achetvw,SN Ia,0.6986916666666665
ZTF19achiyvy,SN Ic,0.7349416666666667
ZTF19achjpyc,SN Ia-91T-like,0.5021428571428571
ZTF19achjqbk,SN IIP,0.7652940476190475
ZTF19achticg,SN Ia,0.5021428571428571
ZTF19achtifr,SN II,0.5021428571428571
ZTF19achvpik,SN Ia,0.7576023809523809
ZTF19acifuyf,SN Ia,0.6925309523809523
ZTF19acigkma,SN Ia-91T-like,0.793697619047619
ZTF19acignlo,SN II,0.7022499999999999
ZTF19acigqdd,SN Ia-91T-like,0.8036976190476192
ZTF19acihfxz,SN Ia,0.7653166666666666
ZTF19acihgng,SN Ia,0.7365166666666666
ZTF19acihlft,SN Ia,0.7671297619047618
ZTF19acitkzs,SN Ia,0.6595642857142857
ZTF19acitnck,SN Ia,0.7912416666666665
ZTF19acjdufa,SN Ia,0.7749666666666666
ZTF19acjdwqv,SN Ia,0.7700750000000001
ZTF19acjerdh,SN Ia,0.8038916666666664
ZTF19acjerzj,SN Ia,0.5021428571428571
ZTF19acjfhom,SN Ia,0.804205952380952
ZTF19acjifxp,SN Ia,0.5021428571428571
ZTF19acjjwsy,SN Ia,0.8298833333333332
ZTF19acjnatv,SN Ia,0.7004345238095238
ZTF19acjnaxa,SN Ia,0.738377380952381
ZTF19acjqecl,SN Ia,0.7211345238095236
ZTF19acjtkha,SN Ia,0.8050833333333333
ZTF19acjtlxe,SN Ic,0.5021428571428571
ZTF19acjtpmm,SN II,0.5021428571428571
ZTF19acjtpqd,SN Ic,0.5021428571428571
ZTF19acjuomg,SN Ia,0.7521952380952381
ZTF19acjurot,SN Ia,0.7223011904761903
ZTF19acjutrw,SN IIn,0.5021428571428571
ZTF19acjwcqy,SN Ic-BL,0.7613416666666667
ZTF19acjwdnu,SN II,0.7780940476190477
ZTF19acjwqvo,SN Ia,0.7860309523809523
ZTF19ackbclh,SN IIn,0.5021428571428571
ZTF19ackjene,SN IIb,0.8051011904761902
ZTF19ackjjwf,SN Ib,0.77715
ZTF19ackjlrd,SN Ia,0.5021428571428571
ZTF19ackjmge,SN Ia,0.5021428571428571
ZTF19ackjnuq,SN Ia,0.5021428571428571
ZTF19ackjozg,SN Ia,0.5021428571428571
ZTF19ackjsys,SN Ia,0.5021428571428571
ZTF19ackjszs,SN Ib,0.5021428571428571
ZTF19ackjtfm,SN II,0.5021428571428571
ZTF19ackjvjr,SN Ia,0.5021428571428571
ZTF19ackjvtl,SN IIP,0.5021428571428571
ZTF19acklbjr,SN Ia,0.7027619047619047
ZTF19aclhnkd,SN Ia,0.7924916666666666
ZTF19aclhohd,SN Ia,0.7944440476190474
ZTF19aclkbqc,SN Ia,0.7070011904761901
ZTF19aclljyq,SN Ia,0.7312809523809523
ZTF19aclobbu,SN II,0.7347857142857142
ZTF19aclofmz,SN Ia,0.7381833333333333
ZTF19aclthzj,SN Ia,0.7464476190476189
ZTF19acmbekd,SN Ibn,0.6728035714285712
ZTF19acmbiad,SN Ia,0.7312809523809523
ZTF19acmbjvi,SN Ia,0.7328083333333333
ZTF19acmbkmr,SN Ia,0.6630559523809524
ZTF19acmblbi,SN Ia,0.7144011904761903
ZTF19acmdpyr,SN Ia,0.7206833333333332
ZTF19acmelor,SN Ib,0.8028357142857142
ZTF19acmgyka,SN Ia,0.7510285714285714
ZTF19acmvrsw,SN Ia,0.7520869047619049
ZTF19acmwfli,SN II,0.5021428571428571
ZTF19acmwipq,SN Ia,0.5021428571428571
ZTF19acmwkul,SN Ia,0.5021428571428571
ZTF19acmwszk,SLSN-II,0.5021428571428571
ZTF19acmxidf,SN Ia,0.8022083333333332
ZTF19acmxymo,SN Ia,0.5021428571428571
ZTF19acmyacs,SN II,0.5021428571428571
ZTF19acmyljb,SN Ia,0.5021428571428571
ZTF19acmywjc,SN Ia,0.5021428571428571
ZTF19acnfjyw,SN Ia,0.724647619047619
ZTF19acngsnb,SN Ia,0.7242440476190476
ZTF19acngsnc,SN Ia,0.7960083333333332
ZTF19acnjwgm,SN Ia,0.7541
ZTF19acnkeji,SN Ia,0.7418142857142856
ZTF19acnpnqq,SN Ia,0.7693416666666665
ZTF19acnqsui,SN Ia,0.7853249999999999
ZTF19acnzkph,SN Ia,0.7557666666666667
ZTF19acoaoty,SN Ia,0.741147619047619
ZTF19acojuzv,SN Ia,0.8277333333333332
ZTF19acojxzo,SN Ia,0.8257309523809523
ZTF19acoknir,SN Ib/c,0.5021428571428571
