id,type,prob_Ia
ZTF18aatrkga,SN Ia,0.355631024531024
ZTF19acdkzxk,SN II,0.355631024531024
ZTF19acdxlns,SN Ia,0.7796199134199134
ZTF19acecluy,SN II,0.355631024531024
ZTF19acekkts,SN Ia,0.355631024531024
ZTF19acenveq,SN Ia,0.355631024531024
ZTF19aceqxtg,SN Ia,0.355631024531024
ZTF19acetxvq,SN Ia,0.355631024531024
ZTF19aceuacu,SN Ia,0.79525
ZTF19acewotx,SN Ia,0.355631024531024
ZTF19acexijn,SN Ia,0.355631024531024
ZTF19acfecsg,SN Ia,0.818641666666667
ZTF19acfmwlh,SN Ia,0.355631024531024
ZTF19acfrntd,SN Ia,0.355631024531024
ZTF19acfsbpa,SN II,0.355631024531024
ZTF19acfsqjx,SN Ia,0.7445
ZTF19acftfst,SN Ia,0.8432523809523809
ZTF19acfthre,SN Ia,0.355631024531024
ZTF19acfxbki,SN Ia,0.355631024531024
ZTF19acfxbxe,SN Ia,0.355631024531024
ZTF19acgaxej,SN Ia,0.355631024531024
ZTF19acgbzam,SN Ia,0.667
ZTF19acgcdas,SN Ia,0.355631024531024
ZTF19acgcshq,SN Ia,0.829
ZTF19acgdfjt,SN Ia,0.355631024531024
ZTF19acgdxel,SN Ia,0.7737964285714287
ZTF19acgemqj,SN Ia-91T-like,0.8859047619047623
ZTF19acgfvvi,SN II,0.355631024531024
ZTF19acgjnfz,SN Ia,0.355631024531024
ZTF19acgjnis,SN Ia,0.355631024531024
ZTF19acgjohb,SN Ia,0.7595
ZTF19acgjojy,SN Ia,0.7830833333333334
ZTF19acgogcm,SN Ia,0.355631024531024
ZTF19acgouje,SN Ia,0.355631024531024
ZTF19acgphsf,SN Ia,0.355631024531024
ZTF19acgpkye,SN Ia,0.355631024531024
ZTF19acgpqxt,SN Ia,0.6601166666666667
ZTF19acgqjln,SN Ia,0.77425
ZTF19acgzwbm,SN II,0.355631024531024
ZTF19acgzzea,SN IIP,0.355631024531024
ZTF19achagst,SN Ia,0.844
ZTF19achahea,SN Ia,0.355631024531024
ZTF19achajnc,SN Ia,0.8775
ZTF19achejoc,SN Ia,0.77
ZTF19achetvw,SN Ia,0.8825
ZTF19achiyvy,SN Ic,0.8398523809523809
ZTF19achjpyc,SN Ia-91T-like,0.355631024531024
ZTF19achjqbk,SN IIP,0.71825
ZTF19achtewn,SN Ia,0.7972630952380954
ZTF19achticg,SN Ia,0.355631024531024
ZTF19achtifr,SN II,0.355631024531024
ZTF19achvpik,SN Ia,0.7730690476190475
ZTF19acifuyf,SN Ia,0.65
ZTF19acigkma,SN Ia-91T-like,0.748
ZTF19acignlo,SN II,0.656
