loop accuracy efficiency purity fom query_id1 
0 0.6622073578595318 0.8356164383561644 0.7379032258064516 0.4045444661883018 ZTF19acgjohb 
1 0.6778523489932886 0.8899082568807339 0.7293233082706767 0.42107854106063997 ZTF19acewuwn 
2 0.6363636363636364 0.8027522935779816 0.7291666666666666 0.3796801388544508 ZTF20abzjoxd 
3 0.5912162162162162 0.7293577981651376 0.7194570135746606 0.33613881132828083 ZTF19acukucu 
4 0.5694915254237288 0.6880733944954128 0.7177033492822966 0.31562999747496 ZTF20abjtavx 
5 0.5612244897959183 0.6834862385321101 0.7129186602870813 0.30954239982153314 ZTF19acjwdnu 
6 0.5392491467576792 0.6284403669724771 0.7172774869109948 0.28794759289374366 ZTF20abqnztv 
7 0.5513698630136986 0.6682027649769585 0.7107843137254902 0.30089876062627013 ZTF20abyiohf 
8 0.6082474226804123 0.75 0.7297297297297297 0.3552631578947368 ZTF19acnfjyw 
9 0.6620689655172414 0.8186046511627907 0.7489361702127659 0.40814282890836023 ZTF19acjwcqy 
10 0.6608996539792388 0.813953488372093 0.7510729613733905 0.40814286666222427 ZTF19acjdufa 
11 0.6597222222222222 0.8177570093457944 0.7478632478632479 0.4065553313508921 ZTF20abwktfx 
12 0.6794425087108014 0.8544600938967136 0.7489711934156379 0.42605955366904624 ZTF19acftaml 
13 0.7062937062937062 0.9009433962264151 0.7519685039370079 0.4528426017874876 ZTF20abyfmjr 
14 0.7052631578947368 0.8957345971563981 0.7529880478087649 0.4514502369668246 ZTF19acfejbj 
15 0.7077464788732394 0.9004739336492891 0.753968253968254 0.45502672179086423 ZTF20abzpxxu 
16 0.7243816254416962 0.919047619047619 0.7598425196850394 0.47174518743667687 ZTF19acmxidf 
17 0.7163120567375887 0.9234449760765551 0.7509727626459144 0.4629217672279873 ZTF19acrcxri 
18 0.7188612099644128 0.9234449760765551 0.75390625 0.4665572784889401 ZTF19aclobbu 
19 0.7071428571428572 0.9043062200956937 0.7529880478087649 0.45577033492822966 ZTF20abzcsbt 
20 0.7275985663082437 0.9423076923076923 0.7538461538461538 0.4760111022997621 ZTF19acgrbeb 
21 0.7410071942446043 0.966183574879227 0.7547169811320755 0.48920687335657065 ZTF19acftude 
22 0.740072202166065 0.9565217391304348 0.7586206896551724 0.48938321536905965 ZTF20abyzomt 
23 0.7427536231884058 0.9565217391304348 0.7615384615384615 0.49320652173913043 ZTF20abwkqxd 
24 0.7454545454545455 0.9611650485436893 0.7615384615384615 0.4956007281553398 ZTF20abzqlts 
25 0.7445255474452555 0.9611650485436893 0.7615384615384615 0.4956007281553398 ZTF20acbttnt 
26 0.7362637362637363 0.9466019417475728 0.76171875 0.4883263985205733 ZTF19achejoc 
27 0.7463235294117647 0.9609756097560975 0.7635658914728682 0.4981899871630295 ZTF19acignlo 
28 0.7453874538745388 0.9609756097560975 0.7635658914728682 0.4981899871630295 ZTF19acfwynw 
29 0.7444444444444445 0.9609756097560975 0.7635658914728682 0.4981899871630295 ZTF19acgmkrt 
30 0.7434944237918215 0.9607843137254902 0.7626459143968871 0.4968699881007812 ZTF19acihlft 
31 0.7425373134328358 0.9605911330049262 0.76171875 0.4955430448041286 ZTF19acifuyf 
32 0.7415730337078652 0.9603960396039604 0.7607843137254902 0.49420910260787354 ZTF20absvtnc 
33 0.7406015037593985 0.9601990049751243 0.7598425196850394 0.4928681062771251 ZTF20abwdaeo 
34 0.7396226415094339 0.9601990049751243 0.7598425196850394 0.4928681062771251 ZTF20abmlxrx 
35 0.7424242424242424 0.9601990049751243 0.7628458498023716 0.4968321929227856 ZTF19achvpik 
36 0.7414448669201521 0.96 0.7619047619047619 0.49548387096774194 ZTF19acwqvvn 
37 0.7442748091603053 0.964824120603015 0.7619047619047619 0.4979737396660723 ZTF20abxyfye 
38 0.7471264367816092 0.9696969696969697 0.7619047619047619 0.5004887585532747 ZTF20abyylgi 
39 0.7461538461538462 0.9696969696969697 0.7619047619047619 0.5004887585532747 ZTF20abydkrl 
