loop accuracy efficiency purity fom query_id1 
0 0.4782608695652174 0.4200913242009132 0.7603305785123967 0.21591285936583252 ZTF20absvwdh 
1 0.5302013422818792 0.5045871559633027 0.7746478873239436 0.26943974347555 ZTF19acjqecl 
2 0.5622895622895623 0.5714285714285714 0.7701863354037267 0.30151975683890575 ZTF18aabukgo 
3 0.5641891891891891 0.5740740740740741 0.7701863354037267 0.3029156816390859 ZTF18aatrkga 
4 0.7288135593220338 1.0 0.7288135593220338 0.47252747252747246 ZTF19acdkzxk 
5 0.564625850340136 0.5767441860465117 0.7701863354037267 0.30432459178624444 ZTF20acflmyv 
6 0.7303754266211604 1.0 0.7303754266211604 0.47450110864745015 ZTF20acfkkyf 
7 0.7294520547945206 1.0 0.7294520547945206 0.47333333333333333 ZTF20acfdmex 
8 0.7319587628865979 1.0 0.7319587628865979 0.47651006711409394 ZTF20acfasbq 
9 0.7310344827586207 1.0 0.7310344827586207 0.47533632286995514 ZTF19acolhnl 
10 0.7301038062283737 1.0 0.7301038062283737 0.4741573033707866 ZTF20acedqis 
11 0.7326388888888888 1.0 0.7326388888888888 0.47737556561085975 ZTF20acduffd 
12 0.7317073170731707 1.0 0.7317073170731707 0.47619047619047616 ZTF20acdqjeq 
13 0.7342657342657343 1.0 0.7342657342657343 0.4794520547945205 ZTF20acdnmpv 
14 0.7333333333333333 1.0 0.7333333333333333 0.4782608695652174 ZTF20acdalpf 
15 0.7323943661971831 1.0 0.7323943661971831 0.47706422018348627 ZTF19acoknir 
16 0.734982332155477 1.0 0.734982332155477 0.48036951501154734 ZTF20acdafau 
17 0.7340425531914894 1.0 0.7340425531914894 0.4791666666666667 ZTF19aculypc 
18 0.7330960854092526 1.0 0.7330960854092526 0.4779582366589327 ZTF20abqgzhh 
19 0.7321428571428571 1.0 0.7321428571428571 0.47674418604651164 ZTF20abysqxw 
20 0.7311827956989247 1.0 0.7311827956989247 0.47552447552447547 ZTF19acjerzj 
21 0.7302158273381295 1.0 0.7302158273381295 0.4742990654205608 ZTF19acmxymo 
22 0.7292418772563177 1.0 0.7292418772563177 0.47306791569086654 ZTF20abywydb 
23 0.7318840579710145 1.0 0.7318840579710145 0.4764150943396226 ZTF19achtifr 
24 0.7345454545454545 1.0 0.7345454545454545 0.47980997624703087 ZTF20abpuijn 
25 0.7335766423357665 1.0 0.7335766423357665 0.4785714285714286 ZTF19acmwszk 
26 0.7362637362637363 1.0 0.7362637362637363 0.48201438848920863 ZTF19acjtpqd 
27 0.7389705882352942 1.0 0.7389705882352942 0.4855072463768116 ZTF20abpvhij 
28 0.7380073800738007 1.0 0.7380073800738007 0.48426150121065376 ZTF20abszzlp 
29 0.737037037037037 1.0 0.737037037037037 0.4830097087378641 ZTF19acqdato 
30 0.7360594795539034 1.0 0.7360594795539034 0.48175182481751827 ZTF19acmyacs 
31 0.7388059701492538 1.0 0.7388059701492538 0.4852941176470589 ZTF19acuybzx 
32 0.7378277153558053 1.0 0.7378277153558053 0.4840294840294841 ZTF19acmwipq 
33 0.7368421052631579 1.0 0.7368421052631579 0.4827586206896552 ZTF19acmwkul 
34 0.7358490566037735 1.0 0.7358490566037735 0.48148148148148145 ZTF20abqdqyh 
35 0.7386363636363636 1.0 0.7386363636363636 0.4850746268656717 ZTF19acjifxp 
36 0.7376425855513308 1.0 0.7376425855513308 0.483790523690773 ZTF19ackjvtl 
37 0.7404580152671756 1.0 0.7404580152671756 0.48743718592964824 ZTF19ackjvjr 
38 0.7394636015325671 1.0 0.7394636015325671 0.4861460957178841 ZTF19acjtpmm 
39 0.7423076923076923 1.0 0.7423076923076923 0.48984771573604063 ZTF19acjtlxe 
