loop accuracy efficiency purity fom query_id1 
0 0.47491638795986624 0.3744292237442922 0.803921568627451 0.21621969258473214 ZTF19acokufi 
1 0.4798657718120805 0.3944954128440367 0.7889908256880734 0.21888132583604614 ZTF19achaspq 
2 0.4781144781144781 0.4009216589861751 0.7767857142857143 0.21530977982590888 ZTF20abmlxrx 
3 0.4831081081081081 0.39631336405529954 0.7962962962962963 0.22422992966286684 ZTF19acewuwn 
4 0.46440677966101696 0.34101382488479265 0.8314606741573034 0.2120590171552492 ZTF19acigkma 
5 0.41836734693877553 0.25806451612903225 0.8484848484848485 0.16804201050262565 ZTF20abvqilf 
6 0.4300341296928328 0.2777777777777778 0.8450704225352113 0.17921146953405018 ZTF20abxidyb 
7 0.4486301369863014 0.31627906976744186 0.8292682926829268 0.1955179704016913 ZTF19achejoc 
8 0.48109965635738833 0.37383177570093457 0.8247422680412371 0.22829421416850967 ZTF20abyxuky 
9 0.47586206896551725 0.38028169014084506 0.801980198019802 0.21845969433623016 ZTF19acgbzam 
10 0.47058823529411764 0.38207547169811323 0.7864077669902912 0.21053138236426644 ZTF19acryurj 
11 0.4722222222222222 0.38207547169811323 0.7941176470588235 0.21491745283018868 ZTF20abjtavx 
12 0.47038327526132406 0.37735849056603776 0.8 0.21563342318059298 ZTF19acgxbwo 
13 0.47202797202797203 0.3791469194312796 0.8 0.21665538253215977 ZTF19aceuacu 
14 0.47017543859649125 0.3761904761904762 0.797979797979798 0.21380609797875985 ZTF19acjjwsy 
15 0.46830985915492956 0.37320574162679426 0.7959183673469388 0.2109423757021011 ZTF20abobpcb 
16 0.4734982332155477 0.37320574162679426 0.8125 0.22053066550674208 ZTF19acfwynw 
17 0.4716312056737589 0.3684210526315789 0.8191489361702128 0.2216282894736842 ZTF20abzjoxd 
18 0.4697508896797153 0.36363636363636365 0.8260869565217391 0.22287390029325513 ZTF19acruqph 
19 0.4714285714285714 0.36538461538461536 0.8260869565217391 0.22394540942928037 ZTF20abtnpwt 
20 0.4731182795698925 0.3671497584541063 0.8260869565217391 0.22502727131058126 ZTF20abwkqxd 
21 0.4748201438848921 0.3640776699029126 0.8333333333333334 0.2275485436893204 ZTF20abwdaeo 
22 0.4729241877256318 0.3640776699029126 0.8333333333333334 0.2275485436893204 ZTF19aclobbu 
23 0.4746376811594203 0.3640776699029126 0.8426966292134831 0.2333831217326363 ZTF20abzcsbt 
24 0.4727272727272727 0.36097560975609755 0.8409090909090909 0.2302775441547519 ZTF20abxgxjd 
25 0.5437956204379562 0.47549019607843135 0.8434782608695652 0.3054473445007142 ZTF19acmblbi 
26 0.5604395604395604 0.5270935960591133 0.816793893129771 0.3150782948509783 ZTF19acshkft 
27 0.5625 0.5297029702970297 0.816793893129771 0.3166380883898446 ZTF19acnpnqq 
28 0.5608856088560885 0.5323383084577115 0.8106060606060606 0.3129681264009622 ZTF20abuqali 
29 0.562962962962963 0.5323383084577115 0.816793893129771 0.3182134022624309 ZTF19acmbkmr 
30 0.5613382899628253 0.53 0.8153846153846154 0.3156179775280899 ZTF19acgbkzr 
31 0.5634328358208955 0.53 0.8217054263565892 0.32102857142857144 ZTF19acgmkrt 
32 0.5617977528089888 0.5276381909547738 0.8203125 0.31840235661063937 ZTF20abydkrl 
33 0.5601503759398496 0.5252525252525253 0.8188976377952756 0.31575874350440825 ZTF20abzqlts 
34 0.5622641509433962 0.5252525252525253 0.8253968253968254 0.32133095662507427 ZTF19achvpik 
35 0.5606060606060606 0.5228426395939086 0.824 0.31865557324362476 ZTF20absvwdh 
36 0.55893536121673 0.5204081632653061 0.8225806451612904 0.3159620991253644 ZTF18aatrkga 
37 0.7480916030534351 1.0 0.7471264367816092 0.4961832061068702 ZTF19acdkzxk 
38 0.5593869731800766 0.5230769230769231 0.8225806451612904 0.31758241758241756 ZTF20acflmyv 
39 0.5615384615384615 0.5257731958762887 0.8225806451612904 0.31921944035346095 ZTF19acolhnl 
