loop accuracy efficiency purity fom query_id1 
0 0.43478260869565216 0.3105022831050228 0.7906976744186046 0.17306684632083238 ZTF19acnqsui 
1 0.4865771812080537 0.41743119266055045 0.7777777777777778 0.22477064220183487 ZTF19acgbkzr 
2 0.43434343434343436 0.3302752293577982 0.7659574468085106 0.172317510969286 ZTF19acgrbeb 
3 0.46621621621621623 0.3778801843317972 0.780952380952381 0.20520645771660512 ZTF20abyfmjr 
4 0.49830508474576274 0.4444444444444444 0.7741935483870968 0.23703703703703705 ZTF20abobpcb 
5 0.5068027210884354 0.44907407407407407 0.7886178861788617 0.2489153439153439 ZTF20abxyfye 
6 0.515358361774744 0.4604651162790698 0.792 0.2575482853764288 ZTF19acshkft 
7 0.5171232876712328 0.4766355140186916 0.7786259541984732 0.2572318647085002 ZTF19achvpik 
8 0.5189003436426117 0.4788732394366197 0.7786259541984732 0.25843952604515985 ZTF19acfwynw 
9 0.5275862068965518 0.4788732394366197 0.796875 0.27136150234741785 ZTF19acukucu 
10 0.532871972318339 0.4788732394366197 0.8095238095238095 0.28071879553181156 ZTF19acgmkrt 
11 0.53125 0.47641509433962265 0.808 0.27813829207110913 ZTF20abzjoxd 
12 0.5296167247386759 0.47641509433962265 0.808 0.27813829207110913 ZTF19acklbjr 
13 0.527972027972028 0.47393364928909953 0.8064516129032258 0.27554281935412767 ZTF19acftude 
14 0.5298245614035088 0.47393364928909953 0.8130081300813008 0.2804341120053843 ZTF19acgjosf 
15 0.528169014084507 0.4714285714285714 0.8114754098360656 0.2778061224489796 ZTF20abmlxrx 
16 0.5265017667844523 0.4714285714285714 0.8114754098360656 0.2778061224489796 ZTF19aceuacu 
17 0.524822695035461 0.4688995215311005 0.8099173553719008 0.2751625934733404 ZTF20acbttnt 
18 0.5266903914590747 0.4688995215311005 0.8166666666666667 0.28019605554907223 ZTF20abwkqxd 
19 0.525 0.46634615384615385 0.8151260504201681 0.2775188768286928 ZTF20abzpxxu 
20 0.5232974910394266 0.463768115942029 0.8135593220338984 0.274825550187869 ZTF20accsfkt 
21 0.5215827338129496 0.46116504854368934 0.811965811965812 0.27211602243261174 ZTF19acgjpgh 
22 0.5234657039711191 0.46116504854368934 0.8189655172413793 0.27728278235221826 ZTF20abwdaeo 
23 0.5217391304347826 0.46116504854368934 0.8189655172413793 0.27728278235221826 ZTF19acjurot 
24 0.5381818181818182 0.5073170731707317 0.8 0.28989547038327523 ZTF19acfecsg 
25 0.5547445255474452 0.5294117647058824 0.8059701492537313 0.3074003795066414 ZTF19acrddcz 
26 0.5567765567765568 0.5294117647058824 0.8120300751879699 0.3124397299903568 ZTF19acokufi 
27 0.5551470588235294 0.5270935960591133 0.8106060606060606 0.309884696584204 ZTF20abtnpwt 
28 0.5571955719557196 0.5297029702970297 0.8106060606060606 0.31141877924056144 ZTF19acrmmpq 
29 0.5555555555555556 0.527363184079602 0.8091603053435115 0.30884252769302656 ZTF19acgpqxt 
30 0.5539033457249071 0.525 0.8076923076923077 0.30625 ZTF19acihlft 
31 0.5522388059701493 0.5226130653266332 0.8062015503875969 0.30364111058083715 ZTF19acitkzs 
32 0.550561797752809 0.5202020202020202 0.8046875 0.3010157757348768 ZTF19acgbzam 
33 0.5488721804511278 0.5177664974619289 0.8031496062992126 0.2983739137916201 ZTF19acrbyzj 
34 0.5471698113207547 0.5153061224489796 0.8015873015873016 0.2957154452690167 ZTF20abuqali 
35 0.5492424242424242 0.5153061224489796 0.808 0.30084345877079155 ZTF19acnpnqq 
36 0.5475285171102662 0.5128205128205128 0.8064516129032258 0.29815146094215866 ZTF20abjtavx 
37 0.549618320610687 0.5128205128205128 0.8130081300813008 0.30344409042633896 ZTF19acjwdnu 
38 0.5517241379310345 0.5128205128205128 0.819672131147541 0.3089280197713933 ZTF19acgonwy 
39 0.55 0.5103092783505154 0.8181818181818182 0.30618556701030925 ZTF20abjaapj 
