loop accuracy efficiency purity fom query_id1 
0 0.5418060200668896 0.4931506849315068 0.8059701492537313 0.28634555899248787 ZTF19acrenwk 
1 0.6879194630872483 0.908256880733945 0.7306273062730627 0.431258662794535 ZTF20abwdaeo 
2 0.6599326599326599 0.8486238532110092 0.7312252964426877 0.40358717954765216 ZTF20abtnpwt 
3 0.6993243243243243 0.9447004608294931 0.7269503546099291 0.4441825561239589 ZTF18aabukgo 
4 0.6983050847457627 0.9444444444444444 0.7259786476868327 0.442911877394636 ZTF19acitkzs 
5 0.7278911564625851 0.9953488372093023 0.7303754266211604 0.4722941267467643 ZTF20abwkqxd 
6 0.726962457337884 0.9953271028037384 0.7294520547945206 0.4711214953271028 ZTF19acrbyzj 
7 0.7294520547945206 1.0 0.7294520547945206 0.47333333333333333 ZTF20abybeex 
8 0.718213058419244 0.9671361502347418 0.7330960854092526 0.46225068897530586 ZTF19acjdufa 
9 0.7275862068965517 0.9858490566037735 0.7333333333333333 0.47149302707137 ZTF19acryaon 
10 0.7301038062283737 1.0 0.7301038062283737 0.4741573033707866 ZTF20absvtnc 
11 0.7291666666666666 1.0 0.7291666666666666 0.47297297297297297 ZTF19acihlft 
12 0.7282229965156795 1.0 0.7282229965156795 0.4717832957110609 ZTF19acdxlns 
13 0.7272727272727273 1.0 0.7272727272727273 0.47058823529411764 ZTF18aatrkga 
14 0.7263157894736842 1.0 0.7263157894736842 0.46938775510204084 ZTF19acewuwn 
15 0.7288732394366197 1.0 0.7288732394366197 0.4726027397260274 ZTF19acgbzam 
16 0.7279151943462897 1.0 0.7279151943462897 0.47139588100686497 ZTF19acdkzxk 
17 0.7304964539007093 1.0 0.7304964539007093 0.4746543778801844 ZTF19acekkts 
18 0.7295373665480427 1.0 0.7295373665480427 0.47344110854503463 ZTF19acenveq 
19 0.7285714285714285 1.0 0.7285714285714285 0.4722222222222222 ZTF19aceqxtg 
20 0.7275985663082437 1.0 0.7275985663082437 0.4709976798143852 ZTF19acetxvq 
21 0.7266187050359713 1.0 0.7266187050359713 0.46976744186046504 ZTF19acoyxuv 
22 0.7256317689530686 1.0 0.7256317689530686 0.46853146853146854 ZTF19acpfnth 
23 0.7246376811594203 1.0 0.7246376811594203 0.4672897196261683 ZTF20abyylgi 
24 0.730909090909091 1.0 0.7299270072992701 0.47393364928909953 ZTF20abobpcb 
25 0.7299270072992701 1.0 0.7299270072992701 0.47393364928909953 ZTF20abjfufv 
26 0.7289377289377289 1.0 0.7289377289377289 0.47268408551068886 ZTF19acftude 
27 0.7316176470588235 1.0 0.7316176470588235 0.47607655502392343 ZTF19acgbkzr 
28 0.7380073800738007 0.9949748743718593 0.7388059701492538 0.4828554537392847 ZTF19acgonwy 
29 0.7333333333333333 1.0 0.7333333333333333 0.4782608695652174 ZTF20abuqali 
30 0.7397769516728625 1.0 0.7388059701492538 0.4852941176470589 ZTF20abjtavx 
31 0.7388059701492538 1.0 0.7388059701492538 0.4852941176470589 ZTF19achjqbk 
32 0.7378277153558053 0.98989898989899 0.7424242424242424 0.485050505050505 ZTF19acgxbwo 
33 0.7368421052631579 0.9898477157360406 0.7414448669201521 0.4837601618258845 ZTF19acnpnqq 
34 0.7396226415094339 0.9948979591836735 0.7414448669201521 0.4862283259168329 ZTF20abxyfye 
35 0.7424242424242424 1.0 0.7414448669201521 0.4887218045112782 ZTF19acjwdnu 
36 0.7414448669201521 1.0 0.7414448669201521 0.4887218045112782 ZTF19acgjosf 
37 0.7404580152671756 1.0 0.7404580152671756 0.48743718592964824 ZTF19acukucu 
38 0.7471264367816092 1.0 0.7461538461538462 0.49489795918367346 ZTF19acfwynw 
39 0.7461538461538462 1.0 0.7461538461538462 0.49489795918367346 ZTF20abmlxrx 
