loop accuracy efficiency purity fom query_id1 
0 0.49498327759197325 0.3926940639269406 0.8269230769230769 0.24122635355512068 ZTF19acfwynw 
1 0.4697986577181208 0.3059360730593607 0.9178082191780822 0.24114961052914316 ZTF20abqlawg 
2 0.6599326599326599 0.8256880733944955 0.7407407407407407 0.40277466994853434 ZTF18aabukgo 
3 0.6655405405405406 0.8294930875576036 0.743801652892562 0.4079474201102969 ZTF19acgpqxt 
4 0.7389830508474576 0.9907407407407407 0.740484429065744 0.4829579009533451 ZTF20abzcsbt 
5 0.7380952380952381 1.0 0.7363013698630136 0.48206278026905836 ZTF19acryurj 
6 0.7440273037542662 1.0 0.7413793103448276 0.48863636363636365 ZTF19aclobbu 
7 0.7465753424657534 0.9906976744186047 0.7473684210526316 0.4918848593267198 ZTF19acgxbwo 
8 0.7422680412371134 0.9953271028037384 0.7421602787456446 0.4873670641314856 ZTF20abydkrl 
9 0.7413793103448276 1.0 0.7395833333333334 0.4863013698630137 ZTF20abobpcb 
10 0.7370242214532872 0.9859154929577465 0.7420494699646644 0.48261597557372204 ZTF20abyylgi 
11 0.7326388888888888 0.9812206572769953 0.7411347517730497 0.4791474704927384 ZTF19acftfav 
12 0.7038327526132404 0.9248826291079812 0.7406015037593985 0.45099474736206013 ZTF19acmxidf 
13 0.7307692307692307 0.9622641509433962 0.7472527472527473 0.4776201625120507 ZTF20abzbfct 
14 0.7473684210526316 0.985781990521327 0.7509025270758123 0.49407868440586994 ZTF20abjfufv 
15 0.7464788732394366 0.9809523809523809 0.7518248175182481 0.49286875725900114 ZTF19acgbzam 
16 0.7385159010600707 0.9856459330143541 0.7436823104693141 0.4845896472576538 ZTF19acmbkmr 
17 0.7446808510638298 1.0 0.7428571428571429 0.49056603773584906 ZTF20abwdaeo 
18 0.7437722419928826 1.0 0.7428571428571429 0.49056603773584906 ZTF19acfejbj 
19 0.7428571428571429 0.9951923076923077 0.7446043165467626 0.49048763736263734 ZTF20abyzomt 
20 0.7383512544802867 0.9855769230769231 0.7454545454545455 0.48685125115848005 ZTF19acihlft 
21 0.7410071942446043 0.9903381642512077 0.7454545454545455 0.4892031895698737 ZTF19acrbyzj 
22 0.7436823104693141 0.9902912621359223 0.7472527472527473 0.49153142938133376 ZTF19acnpnqq 
23 0.7427536231884058 0.9951219512195122 0.7445255474452555 0.49034994697773066 ZTF20abwktfx 
24 0.7454545454545455 1.0 0.7445255474452555 0.49275362318840576 ZTF20abuqali 
25 0.7518248175182481 1.0 0.75 0.5 ZTF19acgbkzr 
26 0.7545787545787546 0.9901960784313726 0.7565543071161048 0.5038277275645775 ZTF19acjnaxa 
27 0.7536764705882353 1.0 0.7518518518518519 0.5024752475247525 ZTF20abjtavx 
28 0.7527675276752768 1.0 0.7518518518518519 0.5024752475247525 ZTF19acftude 
29 0.7592592592592593 1.0 0.7574626865671642 0.5100502512562815 ZTF19acjwdnu 
30 0.7546468401486989 0.9950738916256158 0.7565543071161048 0.5063096375525804 ZTF20abxyfye 
31 0.7574626865671642 1.0 0.7565543071161048 0.5088161209068011 ZTF19acgjohb 
32 0.7565543071161048 1.0 0.7556390977443609 0.5075757575757576 ZTF19acmvrsw 
33 0.7556390977443609 1.0 0.7547169811320755 0.5063291139240507 ZTF19acignlo 
34 0.7584905660377359 1.0 0.7575757575757576 0.5102040816326531 ZTF20abyxuky 
35 0.7575757575757576 1.0 0.7566539923954373 0.5089514066496164 ZTF20absvtnc 
36 0.7566539923954373 1.0 0.7557251908396947 0.5076923076923077 ZTF20abwkqxd 
37 0.7557251908396947 1.0 0.7547892720306514 0.506426735218509 ZTF19acukucu 
38 0.7547892720306514 1.0 0.7547892720306514 0.506426735218509 ZTF19acewuwn 
39 0.7576923076923077 1.0 0.7576923076923077 0.5103626943005182 ZTF20abzqlts 
