loop accuracy efficiency purity fom query_id1 
0 0.5150501672240803 0.4657534246575342 0.7846153846153846 0.25541316836058325 ZTF19aclthzj 
1 0.5201342281879194 0.481651376146789 0.7777777777777778 0.25935074100211714 ZTF19acngsnb 
2 0.5218855218855218 0.48847926267281105 0.7737226277372263 0.26019498413727626 ZTF19acnpnqq 
3 0.5202702702702703 0.4861111111111111 0.7720588235294118 0.2577861952861953 ZTF19acfwynw 
4 0.5220338983050847 0.4861111111111111 0.7777777777777778 0.2617521367521367 ZTF19acukucu 
5 0.5272108843537415 0.4861111111111111 0.7894736842105263 0.27006172839506176 ZTF20abmlxrx 
6 0.5290102389078498 0.4861111111111111 0.7954545454545454 0.27441756272401435 ZTF19acgbkzr 
7 0.5308219178082192 0.48148148148148145 0.8062015503875969 0.2797434305814194 ZTF20abobpcb 
8 0.5326460481099656 0.47685185185185186 0.8174603174603174 0.28555663221360894 ZTF20abyylgi 
9 0.5103448275862069 0.4351851851851852 0.8245614035087719 0.26563251563251566 ZTF20abwktfx 
10 0.5190311418685121 0.44651162790697674 0.8275862068965517 0.2747763864042934 ZTF20acbttnt 
11 0.5104166666666666 0.4232558139534884 0.8425925925925926 0.2712414018997707 ZTF19acjtkha 
12 0.5261324041811847 0.45794392523364486 0.8305084745762712 0.28404116881580505 ZTF19acgpqxt 
13 0.527972027972028 0.4647887323943662 0.825 0.28403755868544606 ZTF19acojxzo 
14 0.5298245614035088 0.4669811320754717 0.825 0.28537735849056606 ZTF19acshkft 
15 0.528169014084507 0.46919431279620855 0.8181818181818182 0.28151658767772514 ZTF19acgbzam 
16 0.5265017667844523 0.4666666666666667 0.8166666666666667 0.27886178861788613 ZTF19acgjpgh 
17 0.5283687943262412 0.4666666666666667 0.8235294117647058 0.28405797101449276 ZTF19acojuzv 
18 0.5266903914590747 0.46411483253588515 0.8220338983050848 0.28136961722488035 ZTF19acftude 
19 0.5285714285714286 0.46411483253588515 0.8290598290598291 0.28674610672599277 ZTF19acewuwn 
20 0.5304659498207885 0.46411483253588515 0.8362068965517241 0.2923320698440316 ZTF20abzqlts 
21 0.5287769784172662 0.45933014354066987 0.8421052631578947 0.2939712918660287 ZTF20abyxuky 
22 0.5306859205776173 0.46153846153846156 0.8421052631578947 0.29538461538461536 ZTF19achvpik 
23 0.5289855072463768 0.45893719806763283 0.8407079646017699 0.2926109652109068 ZTF19acgjosf 
24 0.5272727272727272 0.4563106796116505 0.8392857142857143 0.28981894515875095 ZTF20abuqali 
25 0.5291970802919708 0.4563106796116505 0.8468468468468469 0.2958151991965182 ZTF19acgmkrt 
26 0.5311355311355311 0.4585365853658537 0.8468468468468469 0.2972582001682086 ZTF20abxyfye 
27 0.5294117647058824 0.45588235294117646 0.8454545454545455 0.29442401960784315 ZTF20abzjoxd 
28 0.5276752767527675 0.45588235294117646 0.8454545454545455 0.29442401960784315 ZTF20abwdaeo 
29 0.5259259259259259 0.45588235294117646 0.8454545454545455 0.29442401960784315 ZTF19acryurj 
30 0.5278810408921933 0.45588235294117646 0.8532110091743119 0.3006883604505632 ZTF19acrcxri 
31 0.5298507462686567 0.45098039215686275 0.8679245283018868 0.3096283289435177 ZTF20abydkrl 
32 0.5318352059925093 0.45320197044334976 0.8679245283018868 0.311153591647673 ZTF19aclobbu 
33 0.5300751879699248 0.45320197044334976 0.8679245283018868 0.311153591647673 ZTF20abylbuf 
34 0.5283018867924528 0.4504950495049505 0.8666666666666667 0.3082334549244398 ZTF20abwkqxd 
35 0.5265151515151515 0.44776119402985076 0.8653846153846154 0.30529172320217096 ZTF19acgxbwo 
36 0.5247148288973384 0.445 0.8640776699029126 0.3023282442748092 ZTF19acjnatv 
37 0.5229007633587787 0.44221105527638194 0.8627450980392157 0.2993428681870893 ZTF19acihlft 
38 0.5210727969348659 0.4393939393939394 0.8613861386138614 0.2963354474982382 ZTF19acifuyf 
39 0.5192307692307693 0.4365482233502538 0.86 0.2933058375634518 ZTF20abzcsbt 
