loop accuracy efficiency purity fom query_id1 
0 0.7157190635451505 0.9680365296803652 0.7310344827586207 0.46014292442205706 ZTF18aabukgo 
1 0.7181208053691275 0.9770642201834863 0.7294520547945206 0.4624770642201835 ZTF20abydkrl 
2 0.7306397306397306 1.0 0.7306397306397306 0.474835886214442 ZTF19acihlft 
3 0.7297297297297297 1.0 0.7297297297297297 0.47368421052631576 ZTF20abyzomt 
4 0.7288135593220338 0.9490740740740741 0.7481751824817519 0.47223345918734266 ZTF19acmxidf 
5 0.7346938775510204 0.986046511627907 0.7386759581881533 0.4783566601032409 ZTF19acgbzam 
6 0.726962457337884 0.9906542056074766 0.7310344827586207 0.47089392732911445 ZTF20abuqali 
7 0.7328767123287672 0.9813084112149533 0.7394366197183099 0.47702492211838005 ZTF19acgbkzr 
8 0.7422680412371134 0.9813084112149533 0.7473309608540926 0.4871743885464307 ZTF19acftude 
9 0.7344827586206897 0.9672897196261683 0.7472924187725631 0.4801654003899684 ZTF20abyylgi 
10 0.7370242214532872 0.9719626168224299 0.7482014388489209 0.4836560389929795 ZTF19acihfxz 
11 0.7395833333333334 0.9765258215962441 0.7482014388489209 0.4859267246220545 ZTF20abqnztv 
12 0.7386759581881533 0.9764150943396226 0.7472924187725631 0.48469526265779833 ZTF20abtnpwt 
13 0.7377622377622378 0.976303317535545 0.7463768115942029 0.4834578928180824 ZTF18aatrkga 
14 0.7368421052631579 0.9761904761904762 0.7454545454545455 0.4822145725760183 ZTF19acftfav 
15 0.7394366197183099 0.9761904761904762 0.7481751824817519 0.48572584373555244 ZTF19acrbyzj 
16 0.7385159010600707 0.9760765550239234 0.7472527472527473 0.48447595431844376 ZTF20abvtozi 
17 0.7375886524822695 0.9759615384615384 0.7463235294117647 0.4832199812382739 ZTF20abxyfye 
18 0.7402135231316725 0.9806763285024155 0.7463235294117647 0.4855543772829033 ZTF19achjqbk 
19 0.7392857142857143 0.9806763285024155 0.7463235294117647 0.4855543772829033 ZTF19acgjosf 
20 0.7383512544802867 0.9805825242718447 0.7453874538745388 0.4842974814252142 ZTF20abobpcb 
21 0.737410071942446 0.9805825242718447 0.7453874538745388 0.4842974814252142 ZTF20abjtavx 
22 0.7364620938628159 0.9805825242718447 0.7453874538745388 0.4842974814252142 ZTF19acgonwy 
23 0.7391304347826086 0.9902439024390244 0.7435897435897436 0.4867300537412154 ZTF19acjwcqy 
24 0.7418181818181818 0.9902439024390244 0.7463235294117647 0.4902914931588341 ZTF19acjnaxa 
25 0.7372262773722628 0.9901960784313726 0.7426470588235294 0.4854844850561584 ZTF19acmvrsw 
26 0.73992673992674 0.9950738916256158 0.7426470588235294 0.48787603424362713 ZTF19acjwdnu 
27 0.7426470588235294 0.9950738916256158 0.7453874538745388 0.49145458706204004 ZTF19achiyvy 
28 0.7343173431734318 0.9802955665024631 0.7453183520599251 0.4840665452456331 ZTF19acmbjvi 
29 0.7407407407407407 0.9900990099009901 0.746268656716418 0.49014802470346047 ZTF19acigqdd 
30 0.724907063197026 0.9653465346534653 0.7442748091603053 0.4753600360036004 ZTF19aclthzj 
31 0.7350746268656716 0.9800995024875622 0.7462121212121212 0.48512462811570284 ZTF19acftfst 
32 0.7378277153558053 0.985 0.7462121212121212 0.4875502512562814 ZTF19acklbjr 
33 0.7406015037593985 0.9899497487437185 0.7462121212121212 0.49000025251887575 ZTF19acnpnqq 
34 0.7433962264150943 0.9949494949494949 0.7462121212121212 0.4924750012689711 ZTF19acngsnb 
35 0.7462121212121212 1.0 0.7462121212121212 0.4949748743718593 ZTF19aclobbu 
36 0.7490494296577946 1.0 0.7490494296577946 0.49873417721518987 ZTF20abwktfx 
37 0.7480916030534351 1.0 0.7480916030534351 0.49746192893401014 ZTF19aceuacu 
38 0.7471264367816092 1.0 0.7471264367816092 0.4961832061068702 ZTF19acmblbi 
39 0.7461538461538462 1.0 0.7461538461538462 0.49489795918367346 ZTF19acryurj 
