loop accuracy efficiency purity fom query_id1 
0 0.451505016722408 0.319634703196347 0.8235294117647058 0.19456025411951558 ZTF19achtewn 
1 0.47651006711409394 0.3944954128440367 0.7818181818181819 0.21472535129485543 ZTF19acewuwn 
2 0.6498316498316499 0.8027522935779816 0.7415254237288136 0.39240684741940446 ZTF20abyfmjr 
3 0.6385135135135135 0.8110599078341014 0.7272727272727273 0.3816752507454595 ZTF18aabukgo 
4 0.6440677966101694 0.8240740740740741 0.726530612244898 0.38703215088439363 ZTF20abyylgi 
5 0.6598639455782312 0.8379629629629629 0.7357723577235772 0.4033811071710008 ZTF19acwqvvn 
6 0.6791808873720137 0.8697674418604651 0.7391304347826086 0.4224584717607973 ZTF19aclhohd 
7 0.7431506849315068 0.9719626168224299 0.7509025270758123 0.4871523477085914 ZTF19achejoc 
8 0.7491408934707904 0.9906103286384976 0.74822695035461 0.4929688192045354 ZTF19acjnaxa 
9 0.7413793103448276 1.0 0.7386759581881533 0.4851258581235698 ZTF19acmbkmr 
10 0.7301038062283737 0.995260663507109 0.7317073170731707 0.47393364928909953 ZTF19acihlft 
11 0.7326388888888888 1.0 0.7317073170731707 0.47619047619047616 ZTF19acgbzam 
12 0.7317073170731707 1.0 0.7307692307692307 0.475 ZTF20abobpcb 
13 0.7307692307692307 1.0 0.7307692307692307 0.475 ZTF19acftude 
14 0.7333333333333333 1.0 0.7333333333333333 0.4782608695652174 ZTF19acgbkzr 
15 0.7394366197183099 1.0 0.7385159010600707 0.48491879350348027 ZTF20abuqali 
16 0.7455830388692579 1.0 0.7437722419928826 0.49176470588235294 ZTF19acjwdnu 
17 0.7446808510638298 1.0 0.7437722419928826 0.49176470588235294 ZTF19acfejbj 
18 0.7508896797153025 1.0 0.7491039426523297 0.4988066825775656 ZTF20abxyfye 
19 0.7464285714285714 0.9951923076923077 0.7472924187725631 0.49401632540121754 ZTF19acftfav 
20 0.7455197132616488 0.9807692307692307 0.7527675276752768 0.494017094017094 ZTF19acgjpgh 
21 0.737410071942446 0.9711538461538461 0.7509293680297398 0.4867818285932429 ZTF19acgpqxt 
22 0.7436823104693141 0.9806763285024155 0.7518518518518519 0.4927655809059167 ZTF20abmlxrx 
23 0.7427536231884058 0.9758454106280193 0.753731343283582 0.4928019323671498 ZTF20abwdaeo 
24 0.7454545454545455 0.9710144927536232 0.7584905660377359 0.4966257329350591 ZTF20abjfufv 
25 0.7445255474452555 0.9757281553398058 0.7556390977443609 0.4952559576345984 ZTF19acukucu 
26 0.7509157509157509 0.9757281553398058 0.7613636363636364 0.502875280059746 ZTF19acjtkha 
27 0.75 0.975609756097561 0.7604562737642585 0.5015988463226535 ZTF19acgmkrt 
28 0.7490774907749077 0.9754901960784313 0.7595419847328244 0.50031584798868 ZTF19acfwynw 
29 0.7481481481481481 0.9754901960784313 0.7595419847328244 0.50031584798868 ZTF19actldas 
30 0.7546468401486989 0.9852216748768473 0.7604562737642585 0.5065407068775565 ZTF19ackjene 
31 0.75 0.9802955665024631 0.7595419847328244 0.5027804580772942 ZTF19acgrbeb 
32 0.7490636704119851 0.9801980198019802 0.7586206896551724 0.5014966612940364 ZTF19acmblbi 
33 0.7556390977443609 0.9950248756218906 0.7575757575757576 0.5076657528683115 ZTF19acmxidf 
34 0.7584905660377359 1.0 0.7575757575757576 0.5102040816326531 ZTF20abzjoxd 
35 0.7613636363636364 1.0 0.7604562737642585 0.5141388174807198 ZTF19acgjojy 
36 0.7604562737642585 1.0 0.7595419847328244 0.5128865979381443 ZTF19aceuacu 
37 0.7595419847328244 1.0 0.7586206896551724 0.5116279069767442 ZTF19acjwcqy 
38 0.7547892720306514 0.98989898989899 0.7596899224806202 0.507906288011 ZTF20abqnztv 
39 0.7576923076923077 0.9949238578680203 0.7596899224806202 0.5104844925186701 ZTF19acmvrsw 
