loop accuracy efficiency purity fom query_id1 
0 0.6454849498327759 0.821917808219178 0.728744939271255 0.38830762593032037 ZTF20abobpcb 
1 0.35906040268456374 0.1735159817351598 0.7916666666666666 0.0969648133225893 ZTF19ackjjwf 
2 0.2895622895622896 0.0593607305936073 0.7222222222222222 0.02756033920417482 ZTF19acrmmpq 
3 0.47635135135135137 0.5275229357798165 0.688622754491018 0.2238565963641288 ZTF19acokzjy 
4 0.43728813559322033 0.3087557603686636 0.8072289156626506 0.17988379082348227 ZTF20abjtavx 
5 0.37755102040816324 0.20276497695852536 0.8148148148148148 0.1205629592726367 ZTF20abzpxxu 
6 0.4539249146757679 0.3287037037037037 0.8255813953488372 0.20118933588761173 ZTF20abzbfct 
7 0.4828767123287671 0.3813953488372093 0.82 0.22995896032831736 ZTF20abvtozi 
8 0.4845360824742268 0.3925233644859813 0.8076923076923077 0.22897196261682243 ZTF18aabukgo 
9 0.6620689655172414 0.8403755868544601 0.7366255144032922 0.4054642319324753 ZTF19acshkft 
10 0.7335640138408305 0.9575471698113207 0.7490774907749077 0.4775972370311993 ZTF19acmbjvi 
11 0.7395833333333334 0.995260663507109 0.7394366197183099 0.4838072669826224 ZTF19acfejbj 
12 0.7386759581881533 0.981042654028436 0.7446043165467626 0.48351387948544344 ZTF19acgbkzr 
13 0.7412587412587412 0.976303317535545 0.7490909090909091 0.48696969349230573 ZTF19acftfst 
14 0.743859649122807 0.9809523809523809 0.7490909090909091 0.48928859679465003 ZTF19achjqbk 
15 0.7429577464788732 0.9809523809523809 0.7490909090909091 0.48928859679465003 ZTF20abxyfye 
16 0.7420494699646644 0.9808612440191388 0.7481751824817519 0.48804989083476563 ZTF19acftude 
17 0.7411347517730497 0.9808612440191388 0.7481751824817519 0.48804989083476563 ZTF20abtnpwt 
18 0.7402135231316725 0.9807692307692307 0.7472527472527473 0.48680516563728243 ZTF19acftfav 
19 0.7178571428571429 0.9471153846153846 0.7433962264150943 0.4652910991751391 ZTF19acmxidf 
20 0.7275985663082437 0.961352657004831 0.7453183520599251 0.47471260234233587 ZTF20absvwdh 
21 0.737410071942446 0.9757281553398058 0.7472118959107806 0.4842502696871629 ZTF19acnjwgm 
22 0.740072202166065 0.9804878048780488 0.7472118959107806 0.48661246612466125 ZTF20abyylgi 
23 0.7355072463768116 0.975609756097561 0.746268656716418 0.4829751267809708 ZTF19acgbzam 
24 0.7381818181818182 0.9803921568627451 0.746268656716418 0.48534265191225007 ZTF20abwktfx 
25 0.7372262773722628 0.9802955665024631 0.7453183520599251 0.4840665452456331 ZTF19acrbyzj 
26 0.7362637362637363 0.9801980198019802 0.7443609022556391 0.4827840993054529 ZTF20abyzomt 
27 0.7352941176470589 0.9801980198019802 0.7443609022556391 0.4827840993054529 ZTF18aatrkga 
28 0.7343173431734318 0.9800995024875622 0.7433962264150943 0.4814952668081041 ZTF20abqnztv 
29 0.7333333333333333 0.98 0.7424242424242424 0.48019999999999996 ZTF19acdkzxk 
30 0.7360594795539034 0.98 0.7452471482889734 0.4838287153652393 ZTF19acoyxuv 
31 0.7350746268656716 0.9798994974874372 0.7442748091603053 0.4825262677021471 ZTF20acflmyv 
32 0.7340823970037453 0.9797979797979798 0.7432950191570882 0.4812172356476154 ZTF20acfkkyf 
33 0.7330827067669173 0.9796954314720813 0.7423076923076923 0.4799015692236337 ZTF20abzcsbt 
34 0.7320754716981132 0.9795918367346939 0.7413127413127413 0.47857921794672065 ZTF19acgonwy 
35 0.7386363636363636 0.9897435897435898 0.7423076923076923 0.4848236366002864 ZTF19acjwdnu 
36 0.7338403041825095 0.9846153846153847 0.7413127413127413 0.48103347034644744 ZTF19acjnaxa 
37 0.7366412213740458 0.9896907216494846 0.7413127413127413 0.4835130243173054 ZTF19acmvrsw 
38 0.7394636015325671 0.9948186528497409 0.7413127413127413 0.48601827314796503 ZTF19acnpnqq 
39 0.7423076923076923 1.0 0.7413127413127413 0.48854961832061067 ZTF19acmblbi 
