id,type,prob_Ia
ZTF18aabukgo,SN Ia,0.20708571428571404
ZTF18aatrkga,SN Ia,0.20708571428571404
ZTF19acdkzxk,SN II,0.20708571428571404
ZTF19acdxlns,SN Ia,0.7152031746031745
ZTF19acecluy,SN II,0.20708571428571404
ZTF19acekkts,SN Ia,0.20708571428571404
ZTF19acenveq,SN Ia,0.20708571428571404
ZTF19aceqxtg,SN Ia,0.20708571428571404
ZTF19acetxvq,SN Ia,0.20708571428571404
ZTF19aceuacu,SN Ia,0.9341067460317459
ZTF19acewotx,SN Ia,0.20708571428571404
ZTF19acewuwn,SN II,0.8992496031746033
ZTF19acexijn,SN Ia,0.20708571428571404
ZTF19acfecsg,SN Ia,0.7152031746031745
ZTF19acfejbj,SN II,0.3185305555555555
ZTF19acfmwlh,SN Ia,0.20708571428571404
ZTF19acfrntd,SN Ia,0.20708571428571404
ZTF19acfsbpa,SN II,0.20708571428571404
ZTF19acfsqjx,SN Ia,0.9386067460317459
ZTF19acftaml,SN Ia,0.5265638888888887
ZTF19acftfav,SN IIP,0.37815198412698425
ZTF19acftfst,SN Ia,0.6407603174603169
ZTF19acfthre,SN Ia,0.20708571428571404
ZTF19acftude,SN IIn,0.9500400793650794
ZTF19acfwynw,SLSN-I,0.7942115079365079
ZTF19acfxbki,SN Ia,0.20708571428571404
ZTF19acfxbxe,SN Ia,0.20708571428571404
ZTF19acgaxej,SN Ia,0.20708571428571404
ZTF19acgbkzr,SN II,0.6108158730158729
ZTF19acgbzam,SN Ia,0.7879531746031746
ZTF19acgcdas,SN Ia,0.20708571428571404
ZTF19acgcshq,SN Ia,0.9092746031746032
ZTF19acgdfjt,SN Ia,0.20708571428571404
ZTF19acgdxel,SN Ia,0.7126281746031744
ZTF19acgemqj,SN Ia-91T-like,0.7152031746031745
ZTF19acgfvvi,SN II,0.20708571428571404
ZTF19acgjnfz,SN Ia,0.20708571428571404
ZTF19acgjnis,SN Ia,0.20708571428571404
ZTF19acgjohb,SN Ia,0.49460912698412707
ZTF19acgjojy,SN Ia,0.6621412698412696
ZTF19acgjosf,SN Ia,0.5304424603174601
ZTF19acgjpgh,SLSN-I,0.440479761904762
ZTF19acgmkrt,SN Ia,0.8760960317460315
ZTF19acgogcm,SN Ia,0.20708571428571404
ZTF19acgonwy,SN Ia,0.6232841269841267
ZTF19acgouje,SN Ia,0.20708571428571404
ZTF19acgphsf,SN Ia,0.20708571428571404
ZTF19acgpkye,SN Ia,0.20708571428571404
ZTF19acgpqxt,SN Ia,0.4503781746031748
ZTF19acgqjln,SN Ia,0.985
ZTF19acgrbeb,SN Ia,0.4239353174603176
ZTF19acgxbwo,SN Ia,0.8292757936507936
ZTF19acgzwbm,SN II,0.20708571428571404
ZTF19acgzzea,SN IIP,0.20708571428571404
ZTF19achagst,SN Ia,0.9621666666666667
ZTF19achahea,SN Ia,0.20708571428571404
ZTF19achajnc,SN Ia,0.9153579365079364
ZTF19achaspq,SN Ia,0.730776984126984
ZTF19achejoc,SN Ia,0.771726984126984
ZTF19achetvw,SN Ia,0.49260912698412707
ZTF19achiyvy,SN Ic,0.6621412698412695
ZTF19achjpyc,SN Ia-91T-like,0.20708571428571404
ZTF19achjqbk,SN IIP,0.5066496031746031
ZTF19achtewn,SN Ia,0.7152031746031745
ZTF19achticg,SN Ia,0.20708571428571404
ZTF19achtifr,SN II,0.20708571428571404
ZTF19achvpik,SN Ia,0.8417853174603176
ZTF19acifuyf,SN Ia,0.878051984126984
ZTF19acigkma,SN Ia-91T-like,0.8609686507936509
ZTF19acignlo,SN II,0.8899091269841269
ZTF19acigqdd,SN Ia-91T-like,0.9411150793650792
ZTF19acihfxz,SN Ia,0.9787
ZTF19acihlft,SN Ia,0.7444238095238095
ZTF19acitkzs,SN Ia,0.9048841269841269
ZTF19acitnck,SN Ia,0.3253710317460318
ZTF19acjdufa,SN Ia,0.9028496031746032
ZTF19acjdwqv,SN Ia,0.6522019841269838
ZTF19acjerdh,SN Ia,0.6252912698412695
ZTF19acjerzj,SN Ia,0.20708571428571404
ZTF19acjfhom,SN Ia,0.6195412698412694
ZTF19acjifxp,SN Ia,0.20708571428571404
ZTF19acjjwsy,SN Ia,0.9368829365079365
ZTF19acjnatv,SN Ia,0.49460912698412707
ZTF19acjnaxa,SN Ia,0.5191853174603175
ZTF19acjqecl,SN Ia,0.8188202380952383
ZTF19acjtkha,SN Ia,0.7832531746031747
ZTF19acjtpmm,SN II,0.20708571428571404
ZTF19acjtpqd,SN Ic,0.20708571428571404
ZTF19acjuomg,SN Ia,0.9793
ZTF19acjurot,SN Ia,0.8188202380952383
ZTF19acjutrw,SN IIn,0.20708571428571404
ZTF19acjwcqy,SN Ic-BL,0.5050246031746032
ZTF19acjwdnu,SN II,0.4491853174603176
ZTF19acjwqvo,SN Ia,0.9016341269841268
ZTF19ackbclh,SN IIn,0.20708571428571404
ZTF19ackjjwf,SN Ib,0.93
ZTF19ackjlrd,SN Ia,0.20708571428571404
ZTF19ackjmge,SN Ia,0.20708571428571404
ZTF19ackjnuq,SN Ia,0.20708571428571404
ZTF19ackjozg,SN Ia,0.20708571428571404
ZTF19ackjsys,SN Ia,0.20708571428571404
ZTF19ackjszs,SN Ib,0.20708571428571404
ZTF19aclhohd,SN Ia,0.6611174603174602
ZTF19aclkbqc,SN Ia,0.8364805555555559
ZTF19aclljyq,SN Ia,0.819549603174603
ZTF19aclobbu,SN II,0.8657091269841269
ZTF19aclofmz,SN Ia,0.92
ZTF19aclyezb,SN Ia,0.9309400793650792
ZTF19acmbekd,SN Ibn,0.8020940476190481
ZTF19acmbiad,SN Ia,0.8768428571428571
ZTF19acmbjvi,SN Ia,0.5046496031746031
ZTF19acmbkmr,SN Ia,0.5066496031746031
ZTF19acmblbi,SN Ia,0.37515198412698425
ZTF19acmdpyr,SN Ia,0.955
ZTF19acmelor,SN Ib,0.881877380952381
ZTF19acmgyka,SN Ia,0.975
ZTF19acmvrsw,SN Ia,0.37815198412698425
ZTF19acmwfli,SN II,0.20708571428571404
ZTF19acmwipq,SN Ia,0.20708571428571404
ZTF19acmwkul,SN Ia,0.20708571428571404
ZTF19acmwszk,SLSN-II,0.20708571428571404
ZTF19acmxidf,SN Ia,0.35833769841269864
ZTF19acmxymo,SN Ia,0.20708571428571404
ZTF19acmyacs,SN II,0.20708571428571404
ZTF19acmyljb,SN Ia,0.20708571428571404
ZTF19acmywjc,SN Ia,0.20708571428571404
ZTF19acnfjyw,SN Ia,0.965
ZTF19acngsnb,SN Ia,0.5998686507936505
ZTF19acngsnc,SN Ia,0.47597222222222224
ZTF19acnjwgm,SN Ia,0.921
ZTF19acnkeji,SN Ia,0.964
ZTF19acnpnqq,SN Ia,0.4978329365079365
ZTF19acnqsui,SN Ia,0.48689484126984134
ZTF19acnzkph,SN Ia,0.918
ZTF19acoaoty,SN Ia,0.984
ZTF19acojuzv,SN Ia,0.9043428571428571
ZTF19acojxzo,SN Ia,0.838476984126984
ZTF19acoknir,SN Ib/c,0.20708571428571404
ZTF19acokufi,SN Ia,0.8162452380952383
ZTF19acokzjy,SN Ia,0.9603428571428572
ZTF19acolhnl,SN Ia,0.20708571428571404
ZTF19acordoi,SN Ia-91T-like,0.904731746031746
ZTF19acoxgqw,SN Ia,0.4053710317460319
ZTF19acoyxuv,SN Ia,0.20708571428571404
ZTF19acpfnth,SN Ia,0.20708571428571404
ZTF19acpgaet,SN Ia,0.5599079365079364
ZTF19acpmuwu,SN Ia,0.971
ZTF19acqdato,SN Ia,0.20708571428571404
ZTF19acqmwtg,SN Ia,0.20708571428571404
ZTF19acqupbp,SN Ia,0.45799722222222217
ZTF19acqxoll,SN Ia,0.9683666666666667
ZTF19acqypso,SN Ia,0.9711333333333332
ZTF19acrbyzj,SN Ia,0.35433769841269863
ZTF19acrcupt,SN Ia,0.9244317460317459
ZTF19acrcxri,SN II,0.8160269841269839
ZTF19acrdcwh,SN Ia,0.7126281746031744
ZTF19acrddcz,SN Ia-91T-like,0.8188202380952383
ZTF19acrdqej,SN Ia,0.949
ZTF19acrenwk,SN Ia,0.44927341269841264
ZTF19acrmmpq,SN Ia,0.8188202380952383
ZTF19acruaaa,SN Ia,0.20708571428571404
ZTF19acruqph,SN Ia,0.975
ZTF19acrvfkz,SN Ia,0.20708571428571404
ZTF19acrwvao,SN II,0.20708571428571404
ZTF19acrwyyb,SN Ibn,0.20708571428571404
ZTF19acrwzqs,SN Ia,0.20708571428571404
ZTF19acryaon,SN Ia,0.7152031746031745
ZTF19acryurj,SN II,0.8080269841269839
ZTF19acsaoxd,SN Ia,0.20708571428571404
ZTF19acsfpmi,SN Ia,0.20708571428571404
ZTF19acsfvog,SN Ia,0.20708571428571404
ZTF19acshfvz,SN Ia,0.20708571428571404
ZTF19acshkft,SN Ia,0.5219813492063492
ZTF19acspfcb,SN Ia,0.20708571428571404
ZTF19acsvqrx,SN Ia,0.5571234126984127
ZTF19acszmgx,SN II,0.20708571428571404
ZTF19actaiag,SN Ia,0.20708571428571404
ZTF19acteaxl,SN Ia,0.20708571428571404
ZTF19actfpma,SN Ia,0.20708571428571404
ZTF19actfpmy,SN Ia,0.20708571428571404
ZTF19actfxcd,SN IIP,0.20708571428571404
ZTF19acthgxq,SN Ia,0.20708571428571404
ZTF19acthucv,SN Ia,0.20708571428571404
ZTF19actldas,SN Ia,0.41508769841269855
ZTF19actzjrf,SN Ia,0.20708571428571404
ZTF19acudiph,SN Ia,0.20708571428571404
ZTF19acuitcy,SN Ia,0.20708571428571404
ZTF19acukcte,SN Ia,0.20708571428571404
ZTF19acukucu,SN IIn,0.8649253968253969
ZTF19aculczm,SN Ia,0.20708571428571404
ZTF19aculgvn,SN Ia,0.20708571428571404
ZTF19aculypc,SN Ia,0.20708571428571404
ZTF19acuybzx,SN Ia,0.20708571428571404
ZTF19acvgbeh,SN Ia-91T-like,0.20708571428571404
ZTF19acvkibv,SN IIn,0.20708571428571404
ZTF19acvmcdd,SN II,0.20708571428571404
ZTF19acvrgde,SN Ia,0.20708571428571404
ZTF19acvrigb,SN Ia,0.20708571428571404
ZTF19acvrjzd,SN II,0.20708571428571404
ZTF19acvtrxj,SN II,0.20708571428571404
ZTF19acwbhih,SN II,0.20708571428571404
ZTF19acwqvvn,SN Ia,0.9002496031746033
ZTF20aauhbvu,SN IIP,0.20708571428571404
ZTF20aaurwes,SN Ia,0.20708571428571404
ZTF20abjaapj,SN II,0.7126281746031744
ZTF20abjfufv,SN Ia,0.8521424603174603
ZTF20abjtavx,SN Ib,0.7981924603174603
ZTF20abmlxrx,SN Ia-CSM,0.4073968253968254
ZTF20abnbilr,SN Ia,0.20708571428571404
ZTF20abnnfpv,SN II,0.20708571428571404
ZTF20abobpcb,SLSN-I,0.7694253968253967
ZTF20abpucsd,SN Ia,0.20708571428571404
ZTF20abpuijn,SN Ia,0.20708571428571404
ZTF20abpvhij,SN Ia,0.20708571428571404
ZTF20abpvolc,SN Ia,0.20708571428571404
ZTF20abqaqgv,SN Ia,0.20708571428571404
ZTF20abqdqyh,SN II,0.20708571428571404
ZTF20abqfgee,SN Ia,0.20708571428571404
ZTF20abqgzhh,SN Ia,0.20708571428571404
ZTF20abqlawg,SN Ia,0.7152031746031745
ZTF20abqlgtv,SN Ia,0.20708571428571404
ZTF20abqnztv,SN Ia,0.49460912698412707
ZTF20absvtnc,SN Ia,0.7328634920634921
ZTF20absvwdh,SN Ia,0.49460912698412707
ZTF20absyium,SN Ia,0.20708571428571404
ZTF20abszzlp,SN Ia,0.20708571428571404
ZTF20abtnpwt,SN Ia,0.5975158730158732
ZTF20abuqali,SN II,0.49394246031746036
